name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
discovery bay california,2022-08-01,31,17.8,23.3,29.5,17.8,23,12.5,53.4,0.068,100,8.33,rain,0,0,23.4,15.6,309.1,1014.6,7.7,15.9,166.3,14.3,6,10,2022-08-01T06:09:48,2022-08-01T20:15:13,0.14,Rain,Clear conditions throughout the day with afternoon rain.,rain,"D3588,KSCK,KCCR,KLVK,72492723285,E9135,72495023254,72492023237,CI047"
discovery bay california,2022-08-02,35.5,19.1,26.3,34.9,19.1,26,12.4,44,0,0,0,,0,0,26.3,28.1,293.5,1013.9,0.3,16,259.3,22.4,9,10,2022-08-02T06:10:39,2022-08-02T20:14:13,0.18,Clear,Clear conditions throughout the day.,clear-day,"D3588,KSCK,KCCR,KLVK,72492723285,E9135,72495023254,72492023237,CI047"
discovery bay california,2022-08-03,35.9,18.2,26.4,34.8,18.2,26,12,43.2,0,0,0,,0,0,33.5,23,288.8,1011.6,0,16,269.1,23.3,8,10,2022-08-03T06:11:30,2022-08-03T20:13:12,0.21,Clear,Clear conditions throughout the day.,clear-day,"KSCK,KCCR,KLVK,72492723285,E9135,72495023254,72492023237,CI047"
discovery bay california,2022-08-04,34.9,20.2,26.2,33,20.2,25.7,10.7,40.2,0,0,0,,0,0,47.9,26.3,288.1,1009.7,0,16,268.3,23.2,8,10,2022-08-04T06:12:21,2022-08-04T20:12:09,0.25,Clear,Clear conditions throughout the day.,clear-day,"KSCK,KCCR,KLVK,72492723285,E9135,72495023254,72492023237,CI047"
discovery bay california,2022-08-05,28.3,17.3,21.9,28,17.3,21.9,13.5,60.5,0,0,0,,0,0,38.9,23.2,298.2,1012.6,6,16,271.8,23.6,8,10,2022-08-05T06:13:12,2022-08-05T20:11:05,0.25,Clear,Clear conditions throughout the day.,clear-day,"KSCK,KCCR,KLVK,72492723285,E9135,72495023254,72492023237,CI047"
discovery bay california,2022-08-06,27.9,17.1,21.4,27.6,17.1,21.4,13.5,63,0,0,0,,0,0,33.5,26.5,291.1,1014.3,24.8,16,277,23.9,8,10,2022-08-06T06:14:04,2022-08-06T20:10:00,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KSCK,KCCR,KLVK,72492723285,72495023254,72492023237,VAQC1,CI047"
discovery bay california,2022-08-07,29,15.6,21.3,28.4,15.6,21.2,12.7,60.9,0,0,0,,0,0,38.9,27,286.1,1014.6,12.5,16,279.2,24,8,10,2022-08-07T06:14:55,2022-08-07T20:08:53,0.35,Clear,Clear conditions throughout the day.,clear-day,"KSCK,KCCR,KLVK,72492723285,72495023254,72492023237,VAQC1,CI047"
discovery bay california,2022-08-08,29.9,15.8,21.7,28.8,15.8,21.5,12.8,60.1,0,0,0,,0,0,33.5,23.8,273.8,1014.3,3.8,16,223.1,19.2,8,10,2022-08-08T06:15:47,2022-08-08T20:07:45,0.39,Clear,Clear conditions throughout the day.,clear-day,"D3588,KSCK,KCCR,KLVK,72492723285,72495023254,72492023237,VAQC1,CI047"
discovery bay california,2022-08-09,29.3,16.8,21.7,28.4,16.8,21.6,12.9,60.2,0,0,0,,0,0,40.7,24,269.6,1013.9,9.4,16,206.8,17.8,10,10,2022-08-09T06:16:39,2022-08-09T20:06:36,0.42,Clear,Clear conditions throughout the day.,clear-day,"D3588,KSCK,KCCR,KLVK,72492723285,72495023254,72492023237,VAQC1"
discovery bay california,2022-08-10,30.6,15.6,22.3,29.4,15.6,22.1,13,59.3,0,0,0,,0,0,27.7,22.2,277.7,1016.4,1.3,16,203.9,17.5,9,10,2022-08-10T06:17:31,2022-08-10T20:05:26,0.46,Clear,Clear conditions throughout the day.,clear-day,"D3588,KSCK,KCCR,KLVK,72492723285,E9135,72495023254,72492023237"
discovery bay california,2022-08-11,31.1,15.8,22.1,29.6,15.8,21.8,12.2,57.7,0,0,0,,0,0,29.5,24.9,273,1016.1,2.2,16,204.3,17.5,9,10,2022-08-11T06:18:22,2022-08-11T20:04:15,0.5,Clear,Clear conditions throughout the day.,clear-day,"D3588,KSCK,KCCR,KLVK,72492723285,72495023254,72492023237,VAQC1"
discovery bay california,2022-08-12,31.1,15.2,22.1,29.4,15.2,21.7,11.3,55.1,0,0,0,,0,0,44.6,22.6,264.8,1015.2,0,16,205.8,17.7,10,10,2022-08-12T06:19:14,2022-08-12T20:03:02,0.52,Clear,Clear conditions throughout the day.,clear-day,"D3588,KSCK,KCCR,KLVK,72492723285,72495023254,72492023237,VAQC1"
discovery bay california,2022-08-13,33.5,14.3,23,31.4,14.3,22.4,10.3,49.9,0,0,0,,0,0,31.3,21.6,285.2,1014.6,0,16,204.8,17.3,10,10,2022-08-13T06:20:06,2022-08-13T20:01:49,0.56,Clear,Clear conditions throughout the day.,clear-day,"D3588,KSCK,KCCR,KLVK,72492723285,E9135,72495023254,72492023237"
discovery bay california,2022-08-14,35.9,13.2,24.1,33.8,13.2,23.5,10.1,47,0,0,0,,0,0,28.4,20.1,295.6,1012.8,0,16,206.4,17.7,10,10,2022-08-14T06:20:58,2022-08-14T20:00:34,0.59,Clear,Clear conditions throughout the day.,clear-day,"D3588,KSCK,KCCR,KLVK,72492723285,72495023254,72492023237"
discovery bay california,2022-08-15,37.9,15.1,26,35.6,15.1,25.3,10.7,45,0,0,0,,0,0,24.1,22.5,300.4,1009.5,0,15.7,203.8,17.5,9,10,2022-08-15T06:21:50,2022-08-15T19:59:18,0.62,Clear,Clear conditions throughout the day.,clear-day,"D3588,KSCK,KCCR,KLVK,72492723285,E9135,72495023254,72492023237"
discovery bay california,2022-08-16,40.6,17.4,28.4,37.8,17.4,27.3,8.6,35.2,0,0,0,,0,0,15.5,16.2,316.9,1007.3,0,15.8,187.7,16.3,9,10,2022-08-16T06:22:42,2022-08-16T19:58:01,0.65,Clear,Clear conditions throughout the day.,clear-day,"D3588,KSCK,KCCR,KLVK,72492723285,72495023254,72492023237,VAQC1"
discovery bay california,2022-08-17,33.8,21.5,27.5,32.3,21.5,26.7,10,35.4,0,0,0,,0,0,35.3,21.3,292.1,1009.5,5,15.9,108.4,9.4,6,10,2022-08-17T06:23:34,2022-08-17T19:56:44,0.69,Clear,Clear conditions throughout the day.,clear-day,"D3588,KSCK,KCCR,KLVK,72492723285,72495023254,72492023237,VAQC1"
discovery bay california,2022-08-18,35.8,18.2,25.7,33.9,18.2,25.1,11.2,43.8,0,0,0,,0,0,35.3,25.1,296.9,1011.3,0,16,192.3,16.3,9,10,2022-08-18T06:24:26,2022-08-18T19:55:25,0.75,Clear,Clear conditions throughout the day.,clear-day,"D3588,KSCK,KCCR,KLVK,72492723285,72495023254,72492023237,VAQC1"
discovery bay california,2022-08-19,37.1,16,24.9,35.7,16,24.4,11.9,49.2,0,0,0,,0,0,33.5,22.7,278.6,1008.5,0,16,197.9,16.9,9,10,2022-08-19T06:25:18,2022-08-19T19:54:05,0.75,Clear,Clear conditions throughout the day.,clear-day,"D3588,KSCK,KCCR,KLVK,72492723285,72495023254,72492023237,VAQC1"
discovery bay california,2022-08-20,37.6,15.3,25.8,36.3,15.3,25.1,11.4,46.7,0,0,0,,0,0,18.4,21.9,287.2,1007.4,0,16,180.3,15.4,9,10,2022-08-20T06:26:09,2022-08-20T19:52:45,0.79,Clear,Clear conditions throughout the day.,clear-day,"D3588,KSCK,KCCR,KLVK,72492723285,72495023254,72492023237,VAQC1"
discovery bay california,2022-08-21,31.2,16.4,22.9,30.4,16.4,22.7,12.8,55,0,0,0,,0,0,21.2,28.4,298.3,1012.7,0,16,196.8,16.8,9,10,2022-08-21T06:27:01,2022-08-21T19:51:23,0.82,Clear,Clear conditions throughout the day.,clear-day,"D3588,KSCK,KCCR,KLVK,72492723285,72495023254,72492023237,VAQC1"
discovery bay california,2022-08-22,34.5,15.1,23.3,33,15.1,23,13.3,58.1,0,0,0,,0,0,41.4,24.5,276,1014.5,2.2,16,196.1,16.9,9,10,2022-08-22T06:27:53,2022-08-22T19:50:01,0.85,Clear,Clear conditions throughout the day.,clear-day,"D3588,KSCK,KCCR,KLVK,72492723285,72495023254,72492023237,VAQC1"
discovery bay california,2022-08-23,35.7,17,25.3,35,17,25.1,14.4,55.5,0,0,0,,0,0,28.8,20.8,288.1,1009,2.4,16,180.5,15.5,9,10,2022-08-23T06:28:44,2022-08-23T19:48:38,0.88,Clear,Clear conditions throughout the day.,clear-day,"D3588,KSCK,KCCR,KLVK,72492723285,72495023254,72492023237,VAQC1"
discovery bay california,2022-08-24,34.2,16.2,23.9,33.1,16.2,23.7,13.5,55.8,0,0,0,,0,0,23,21.5,293.1,1007.9,0.5,16,184.8,15.9,9,10,2022-08-24T06:29:36,2022-08-24T19:47:14,0.92,Clear,Clear conditions throughout the day.,clear-day,"D3588,KSCK,KCCR,KLVK,72492723285,72495023254,72492023237,VAQC1"
discovery bay california,2022-08-25,33,15.7,22.7,31.8,15.7,22.4,13.2,59.6,0,0,0,,0,0,35.3,22.3,285.9,1012,6.8,16,253.5,21.8,8,10,2022-08-25T06:30:27,2022-08-25T19:45:50,0.95,Clear,Clear conditions throughout the day.,clear-day,"D3588,KSCK,KCCR,KLVK,72492723285,72495023254,72492023237,VAQC1,CI047"
discovery bay california,2022-08-26,33.4,16,22.9,32.2,16,22.7,13.5,59.9,0,0,0,,0,0,26.3,21.3,290.2,1012.1,22.7,16,256.9,22.2,8,10,2022-08-26T06:31:19,2022-08-26T19:44:24,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D3588,KSCK,KCCR,KLVK,72492723285,72495023254,72492023237,VAQC1,CI047"
discovery bay california,2022-08-27,31.2,15.6,22,30.2,15.6,21.8,12.9,59.7,0,0,0,,0,0,42.5,22.3,286.3,1008.4,9.1,15.9,188.5,16.1,9,10,2022-08-27T06:32:10,2022-08-27T19:42:58,0,Clear,Clear conditions throughout the day.,clear-day,"D3588,KSCK,KCCR,KLVK,72492723285,72495023254,72492023237,VAQC1"
discovery bay california,2022-08-28,29.6,14.2,20.8,28.5,14.2,20.6,12.3,61.6,0,0,0,,0,0,24.1,23.1,290.6,1008.4,4.7,14.9,161.1,13.8,9,10,2022-08-28T06:33:01,2022-08-28T19:41:32,0.05,Clear,Clear conditions throughout the day.,clear-day,"D3588,KSCK,KCCR,KLVK,72492723285,72495023254,72492023237,VAQC1"
discovery bay california,2022-08-29,31.2,15.3,21.7,30,15.3,21.5,12.5,59.2,0,0,0,,0,0,23.4,23.4,296.3,1010.9,3.5,16,157.5,13.5,9,10,2022-08-29T06:33:53,2022-08-29T19:40:04,0.09,Clear,Clear conditions throughout the day.,clear-day,"D3588,KSCK,KCCR,KLVK,72492723285,72495023254,72492023237,VAQC1"
discovery bay california,2022-08-30,32.2,15.1,22.2,31,15.1,22,12.7,58.4,0,0,0,,0,0,31.7,20.7,299.7,1013.4,0.5,15.7,184.4,15.9,9,10,2022-08-30T06:34:44,2022-08-30T19:38:36,0.12,Clear,Clear conditions throughout the day.,clear-day,"D3588,KSCK,KCCR,KLVK,72492723285,72495023254,72492023237"
discovery bay california,2022-08-31,35,14.2,22.8,32.7,14.2,22.2,10.9,54.9,0,0,0,,0,0,25.9,17.1,304,1013.3,12.2,15.5,188.8,16.4,9,10,2022-08-31T06:35:35,2022-08-31T19:37:08,0.16,Clear,Clear conditions throughout the day.,clear-day,"D3588,KSCK,KCCR,KLVK,72492723285,72495023254,72492023237"
discovery bay california,2022-09-01,39.3,15.5,26.6,37.3,15.5,25.8,9.5,39.5,0,0,0,,0,0,18,15.8,299.3,1009.4,0,16,171.5,14.8,9,10,2022-09-01T06:36:26,2022-09-01T19:35:39,0.19,Clear,Clear conditions throughout the day.,clear-day,"D3588,KSCK,KCCR,KLVK,72492723285,72495023254,72492023237"
discovery bay california,2022-09-02,37.1,17.3,26,34.6,17.3,25.2,9.1,39.2,0,0,0,,0,0,24.8,22.6,294,1009.2,0,15.8,184.5,15.7,9,10,2022-09-02T06:37:17,2022-09-02T19:34:09,0.23,Clear,Clear conditions throughout the day.,clear-day,"D3588,KSCK,KCCR,KLVK,72492723285,72495023254,72492023237"
discovery bay california,2022-09-03,37.3,17.6,26.5,34.9,17.6,25.8,9.4,37.8,0,0,0,,0,0,22,21.5,298.7,1011.6,0,16,164.6,14.1,9,10,2022-09-03T06:38:08,2022-09-03T19:32:39,0.25,Clear,Clear conditions throughout the day.,clear-day,"D3588,KSCK,KCCR,KLVK,72492723285,72495023254,72492023237"
discovery bay california,2022-09-04,40.4,17.3,28.5,37.9,17.3,27.4,8.6,33.4,0,0,0,,0,0,16.6,17.3,316.7,1010.3,0,16,176.6,15.1,8,10,2022-09-04T06:38:59,2022-09-04T19:31:09,0.3,Clear,Clear conditions throughout the day.,clear-day,"D3588,KSCK,KCCR,KLVK,72492723285,E9135,72495023254,72492023237"
discovery bay california,2022-09-05,44.3,20.2,31.8,44.3,20.2,30.9,8.4,27.2,0,0,0,,0,0,26.3,19.3,311.2,1006.7,0.3,16,161.7,14,8,10,2022-09-05T06:39:50,2022-09-05T19:29:38,0.34,Clear,Clear conditions throughout the day.,clear-day,"D3588,KSCK,KCCR,KLVK,72492723285,72495023254,72492023237"
discovery bay california,2022-09-06,44.2,23.5,33.4,44.2,23.5,32.5,10.6,27.6,0,0,0,,0,0,28.2,23,302.4,1007.1,0.3,16,154.1,13.3,8,10,2022-09-06T06:40:40,2022-09-06T19:28:07,0.37,Clear,Clear conditions throughout the day.,clear-day,"D3588,KSCK,KCCR,KLVK,72492723285,E9135,72495023254,72492023237"
discovery bay california,2022-09-07,41,22.1,31.2,38.4,22.1,30,8.4,28.3,0,0,0,,0,0,38.9,23.8,294.9,1011,0,15.8,213.8,18.4,8,10,2022-09-07T06:41:31,2022-09-07T19:26:35,0.41,Clear,Clear conditions throughout the day.,clear-day,"D3588,KSCK,KCCR,KLVK,72492723285,E9135,72495023254,72492023237,CI047"
discovery bay california,2022-09-08,43.4,22.7,32.2,43.4,22.7,31.1,8.6,25.4,0,0,0,,0,0,33.5,21.3,306.5,1006.7,0,16,225.8,19.5,7,10,2022-09-08T06:42:22,2022-09-08T19:25:03,0.44,Clear,Clear conditions throughout the day.,clear-day,"D3588,KSCK,KCCR,KLVK,72492723285,72495023254,72492023237,CI047"
discovery bay california,2022-09-09,39.8,21.4,29.7,38.1,21.4,28.8,10,31.9,0,0,0,,0,0,33.1,16.2,300,999.7,0,15.5,225.7,19.3,7,10,2022-09-09T06:43:13,2022-09-09T19:23:31,0.48,Clear,Clear conditions throughout the day.,clear-day,"KSCK,KCCR,KLVK,72492723285,E9135,72495023254,72492023237,CI047"
discovery bay california,2022-09-10,28.2,19.9,23.8,27.8,19.9,23.8,13.5,52.9,0,0,0,,0,0,38.9,22.4,294.4,1008.4,4.4,16,130.3,11.1,5,10,2022-09-10T06:44:04,2022-09-10T19:21:58,0.5,Clear,Clear conditions throughout the day.,clear-day,"KSCK,KCCR,KLVK,72492723285,E9135,72495023254,72492023237,CI047"
discovery bay california,2022-09-11,32.4,20.9,25.4,30.2,20.9,24.8,9.5,39.8,0,0,0,,0,0,24.1,18.7,299.4,1014.4,0.9,15.7,144.8,12.4,5,10,2022-09-11T06:44:55,2022-09-11T19:20:25,0.54,Clear,Clear conditions throughout the day.,clear-day,"KSCK,KCCR,KLVK,72492723285,E9135,72495023254,72492023237,CI047"
discovery bay california,2022-09-12,30.9,18.5,23.6,29.2,18.5,23.3,10.9,47.1,0,0,0,,0,0,51.8,24.2,267.6,1012.4,2.4,16,198.6,17.1,7,10,2022-09-12T06:45:45,2022-09-12T19:18:52,0.58,Clear,Clear conditions throughout the day.,clear-day,"KSCK,KCCR,KLVK,72492723285,E9135,72495023254,72492023237,CI047"
discovery bay california,2022-09-13,25.1,16.3,19.5,25.1,16.3,19.5,12,63.5,0,0,0,,0,0,51.8,30.7,251.8,1011.2,14,16,162,14,8,10,2022-09-13T06:46:36,2022-09-13T19:17:19,0.61,Clear,Clear conditions throughout the day.,clear-day,"D3588,KSCK,KCCR,KLVK,72492723285,E9135,72495023254,72492023237"
discovery bay california,2022-09-14,24.9,15.2,19.5,24.9,15.2,19.5,11.9,63.5,0,0,0,,0,0,42.5,24.9,261.4,1012.6,15.2,16,179.7,15.6,8,10,2022-09-14T06:47:27,2022-09-14T19:15:45,0.64,Clear,Clear conditions throughout the day.,clear-day,"D3588,KSCK,KCCR,KLVK,72492723285,E9135,72495023254,72492023237"
discovery bay california,2022-09-15,24.8,16.2,20,24.8,16.2,20,12.1,62,0,0,0,,0,0,42.1,20.1,261,1015,19.3,16,188.8,16.3,8,10,2022-09-15T06:48:18,2022-09-15T19:14:12,0.67,Clear,Clear conditions throughout the day.,clear-day,"D3588,KSCK,KCCR,KLVK,72492723285,72495023254,72492023237,VAQC1"
discovery bay california,2022-09-16,28.1,14.7,19.8,27.4,14.7,19.7,11.7,62.8,0,0,0,,0,0,45.7,18.2,261.2,1013.6,13.7,16,158.1,13.7,8,10,2022-09-16T06:49:09,2022-09-16T19:12:38,0.71,Clear,Clear conditions throughout the day.,clear-day,"D3588,KSCK,KCCR,KLVK,72492723285,E9135,72495023254,72492023237"
discovery bay california,2022-09-17,24.3,13.2,18,24.3,13.2,18,10.7,64.4,0,0,0,,0,0,55.4,34.6,249.9,1008.2,9.8,16,170.3,14.5,8,10,2022-09-17T06:50:00,2022-09-17T19:11:04,0.75,Clear,Clear conditions throughout the day.,clear-day,"D3588,KSCK,KCCR,KLVK,72492723285,E9135,72495023254,72492023237"
discovery bay california,2022-09-18,25.6,17.3,20.3,25.6,17.3,20.3,12.4,61.8,3.852,100,41.67,rain,0,0,55,30.4,156.2,1004.3,70.3,15.5,66.8,5.6,5,10,2022-09-18T06:50:51,2022-09-18T19:09:30,0.77,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"D3588,KSCK,KCCR,KLVK,72492723285,72495023254,72492023237,VAQC1"
discovery bay california,2022-09-19,23.6,16,19.1,23.6,16,19.1,14.3,74.5,2.314,100,33.33,rain,0,0,29.5,22,58.6,1008.9,70.3,15.7,82,7.1,5,30,2022-09-19T06:51:43,2022-09-19T19:07:56,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"D3588,KSCK,KCCR,KLVK,72492723285,72495023254,72492023237,VAQC1"
discovery bay california,2022-09-20,24.4,13.8,18.6,24.4,13.8,18.6,12.7,70.5,0.124,100,8.33,rain,0,0,20.9,14.6,325,1012,39.7,16,174.5,15.1,10,10,2022-09-20T06:52:34,2022-09-20T19:06:22,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"D3588,KSCK,KCCR,KLVK,72492723285,72495023254,72492023237,VAQC1"
discovery bay california,2022-09-21,25.3,16.5,19.8,25.3,16.5,19.8,11.4,59.5,0.068,100,8.33,rain,0,0,30.2,18,281,1013.9,50.6,16,122,10.6,7,10,2022-09-21T06:53:25,2022-09-21T19:04:48,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"D3588,KSCK,KCCR,KLVK,72492723285,E9135,72495023254,72492023237"
discovery bay california,2022-09-22,28.3,13.2,20.1,27.5,13.2,20,11.3,60.8,0,0,0,,0,0,31.7,22.6,329.8,1016.2,0.3,16,157.2,13.5,8,10,2022-09-22T06:54:17,2022-09-22T19:03:15,0.9,Clear,Clear conditions throughout the day.,clear-day,"D3588,KSCK,KCCR,KLVK,72492723285,72495023254,72492023237,VAQC1"
discovery bay california,2022-09-23,32.4,13.1,22.2,30.6,13.1,21.8,10.6,52.7,0,0,0,,0,0,14,14,11,1013.7,0,15.9,157.6,13.4,8,10,2022-09-23T06:55:09,2022-09-23T19:01:41,0.93,Clear,Clear conditions throughout the day.,clear-day,"D3588,KSCK,KCCR,KLVK,72492723285,E9135,72495023254,72492023237,VAQC1"
discovery bay california,2022-09-24,34.7,13.9,23.9,32.5,13.9,23.3,9.7,46.3,0,0,0,,0,0,20.5,11.4,335.3,1014.7,0,16,158.1,13.5,8,10,2022-09-24T06:56:01,2022-09-24T19:00:07,0.96,Clear,Clear conditions throughout the day.,clear-day,"D3588,KSCK,KCCR,KLVK,72492723285,E9135,72495023254,72492023237"
discovery bay california,2022-09-25,31.9,15.2,22.7,30.8,15.2,22.4,12.3,54.7,0,0,0,,0,0,16.9,19.8,311,1014.7,0,16,153.8,13.1,8,10,2022-09-25T06:56:53,2022-09-25T18:58:34,0,Clear,Clear conditions throughout the day.,clear-day,"D3588,KSCK,KCCR,KLVK,72492723285,72495023254,72492023237,VAQC1"
discovery bay california,2022-09-26,30.9,15,20.9,29.7,15,20.7,12.4,62.1,0,0,0,,0,0,20.2,19.2,297.2,1013.1,9.1,15.8,201,17.4,7,10,2022-09-26T06:57:45,2022-09-26T18:57:00,0.03,Clear,Clear conditions throughout the day.,clear-day,"D3588,KSCK,KCCR,KLVK,72492723285,72495023254,72492023237,VAQC1,CI047"
discovery bay california,2022-09-27,28.4,13.4,19.3,27.4,13.4,19.2,10.8,61.6,0,0,0,,0,0,18.4,16.2,296,1013.8,14.8,15.9,179.6,15.4,7,10,2022-09-27T06:58:37,2022-09-27T18:55:27,0.07,Clear,Clear conditions throughout the day.,clear-day,"D3588,KSCK,KCCR,KLVK,72492723285,72495023254,72492023237,VAQC1,CI047"
discovery bay california,2022-09-28,29.8,13.1,20.6,28.1,13.1,20.3,10.7,59.1,0,0,0,,0,0,28.4,19,290.1,1015.3,0,16,153.4,13.2,8,10,2022-09-28T06:59:30,2022-09-28T18:53:54,0.1,Clear,Clear conditions throughout the day.,clear-day,"D3588,KSCK,KCCR,KLVK,72492723285,72495023254,72492023237,VAQC1"
discovery bay california,2022-09-29,30.7,14.1,21.6,29.6,14.1,21.4,13.1,62.9,0,0,0,,0,0,27.7,15,291.9,1015,0,16,151.4,13,8,10,2022-09-29T07:00:22,2022-09-29T18:52:22,0.14,Clear,Clear conditions throughout the day.,clear-day,"D3588,KSCK,KCCR,KLVK,72492723285,E9135,72495023254,72492023237,VAQC1"
discovery bay california,2022-09-30,32.5,13,22.6,30.4,13,22,9.2,48.6,0,0,0,,0,0,19.4,14.4,301.7,1009.6,0,16,150.3,13,8,10,2022-09-30T07:01:15,2022-09-30T18:50:50,0.17,Clear,Clear conditions throughout the day.,clear-day,"D3588,KSCK,KCCR,KLVK,72492723285,72495023254,72492023237,VAQC1"
discovery bay california,2022-10-01,26.5,13.5,19.2,26.5,13.5,19.2,11.8,64.3,0,0,0,,0,0,20.5,25.6,292.5,1009.1,7.9,15.9,147.3,12.6,8,10,2022-10-01T07:02:08,2022-10-01T18:49:18,0.21,Clear,Clear conditions throughout the day.,clear-day,"D3588,KSCK,KCCR,KLVK,LVMC1,72492723285,72495023254,72492023237,VAQC1"
